All Transactions Announced Date,Target/Issuer,Exchange:Ticker,Transaction Types,Transaction Status,"Total Transaction Value (CADmm, Historical rate)",Buyers/Investors,Sellers,CIQ Transaction ID,Industry Classifications [Target/Issuer],Geographic Locations [Target/Issuer],Business Description [Target/Issuer],Exchange Country [Primary Listing] [Target/Issuer],Exchange Country [Secondary Listings] [Target/Issuer]
07/05/2016,Lexaria Bioscience Corp. (OTCPK:LXRP),OTCPK:LXRP,Private Placement,Closed, 0.38 ,-,-,IQTR371950146,Health Care (Primary),Canada (Primary),"Lexaria Bioscience Corp. focuses on the development of its proprietary nutrient infusion technologies for the production of superfoods. It operates in two segments, Intellectual Property Licensing and Consumer Products. The company develops and licenses DehydraTECH, a patented lipid nutrient infusion technology that improves taste, rapidity, and delivery of bioactive compounds that include cannabinoids, vitamins, NSAIDs, nicotine, and other molecules. It is also involved in the development, production, and distribution of enhanced functional food and supplement products under the ViPova and Lexaria Energy brands. The company was formerly known as Lexaria Corp. and changed its name to Lexaria Bioscience Corp. in April 2016. Lexaria Bioscience Corp. was founded in 2004 and is based in Kelowna, Canada.",-,"CNSX:LXX
Company: Lexaria Bioscience Corp.
(IQT241590134) - Canada"
07/04/2016,Apteryx Imaging Inc. (TSXV:XRAY),TSXV:XRAY,Private Placement,Closed, 0.5 ,Stratigis Capital Advisors Inc.; Bloom Burton Healthcare Lending Trust,-,IQTR371460144,Health Care (Primary),Canada (Primary),"Apteryx Imaging Inc. provides diagnostic imaging software and device technologies for dentists and oral health specialists. Its imaging software products include XrayVision 4 that provides image enhancement and analysis tools with open-architecture technology allowing integration with the imaging systems from various manufacturers; XVWeb, a DICOM server that accepts images from various DICOM-compliant imaging software; XVWeb 3D, a cloud solution for 3D dental imaging; XVlite, a dental imaging software package; and XrayVision DCV, a DICOM-based dental imaging suite. The company’s imaging hardware products comprise TUXEDO intraoral sensors; LED IC100 intraoral cameras; and RAYSCAN panoramic + cephalometric imaging solutions. It also offers VELscope Vx system, a device for the enhanced visualization of mucosal abnormalities, such as oral cancer and premalignant dysplasia; VELscope Vx imaging adapter for fluorescence and white-light clinical imaging; Vx VELcaps to prevent patient cross contamination; Vx VELsheaths, a single use plastic sheath to prevent patient cross contamination; and VELscope Vx Value Bundle, a portable handheld device used to conduct oral tissue examinations. Apteryx Imaging Inc. has a partnership agreement with 4th-IR AG to develop a suite of cloud-based AI solutions. The company was formerly known as LED Medical Diagnostics Inc. and changed its name to Apteryx Imaging Inc. in September 2019. Apteryx Imaging Inc. was founded in 2002 and is headquartered in Vancouver, Canada.","TSXV:XRAY
Company: Apteryx Imaging Inc.
(IQT143328534) - Canada",-
06/30/2016,KDA Group Inc. (TSXV:KDA),TSXV:KDA,Private Placement,Closed, 4.0 ,"PCP GP, L.P.",-,IQTR371385619,Health Care (Primary),Canada (Primary),"KDA Group Inc. provides pharmacy personnel replacement and vocational training services to health industry in the Province of Quebec, Canada. The company operates through Pharmacy Services and Pharmaceutical Solutions segments. It primarily offers replacement pharmacists and technical assistants. The company also provides consulting services to assist in optimizing pharmacy operations, including container-content verification delegation, optimization of laboratory operations, professional services and care plans, and inventory management. In addition, it is involved in the distribution of generic pharmaceutical products. The company was formerly known as AlliancePharma Inc. and changed its name to KDA Group Inc. in February 2017. KDA Group Inc. is headquartered in Thetford Mines, Canada.","TSXV:KDA
Company: KDA Group Inc.
(IQT282005982) - Canada",-
06/27/2016,"ProMIS Neurosciences, Inc. (TSX:PMN)",TSX:PMN,Private Placement,Closed, 1.52 ,-,-,IQTR369102536,Health Care (Primary),Canada (Primary),"ProMIS Neurosciences, Inc., a development stage biotech company, discovers and develops precision medicine therapeutics for the treatment of neurodegenerative diseases, primarily Alzheimer’s disease (AD), amyotrophic lateral sclerosis (ALS), and Parkinson’s disease (PD). Its proprietary target discovery engine is based on the use of two complementary techniques. The company applies its thermodynamic, computational discovery platform—ProMIS and Collective Coordinates to predict novel targets known as disease specific epitopes on the molecular surface of misfolded proteins. Its lead product candidates include PMN310, a monoclonal antibody (mAb); PMN350, a mAb targeting on toxic amyloid beta oligomers (AßO); and PMN330, a monoclonal antibody targeting toxic prionlike forms of AßO for AD. The company is also developing therapeutics targeting the neurotoxic form of the tau protein in AD; and superoxide dismutase 1 and TAR-DNA binding protein 43 in ALS, as well as alpha synuclein in PD and Lewy body dementia. The company was formerly known as Amorfix Life Sciences Ltd. and changed its name to ProMIS Neurosciences, Inc. in July 2015. ProMIS Neurosciences, Inc. was incorporated in 2004 and is headquartered in Toronto, Canada.","TSX:PMN
Company: ProMIS Neurosciences, Inc.
(IQT24191293) - Canada",-
06/21/2016,Sernova Corp. (TSXV:SVA),TSXV:SVA,Private Placement,Closed, 4.2 ,-,-,IQTR367094270,Health Care (Primary),Canada (Primary),"Sernova Corp., a clinical-stage regenerative medicine therapeutics company, focuses on the development and commercializing of its proprietary Cell Pouch and associated technologies, including therapeutic cells and local immune protection. The company is developing a Cell Pouch system that is in Phase I/II clinical trial for the treatment of type-1 diabetes. Its Cell Pouch system is a medical device designed to create a vascularized tissue environment for the transplantation and engraftment of therapeutic cells for the treatment of chronic diseases, such as hemophilia A and thyroid diseases. Sernova Corp. is headquartered in London, Canada.","TSXV:SVA
Company: Sernova Corp.
(IQT29198402) - Canada",-
06/21/2016,Enlighta Inc. (TSXV:NLTA),TSXV:NLTA,Private Placement,Closed, 0.1 ,-,-,IQTR368141764,Health Care (Primary),Canada (Primary),"Enlighta Inc. operates as a healthcare and medical digital, green, and clean technology company. The company, through a joint venture with Fischer Institute of Physical Therapy and Performance, provides physical therapy services and rehabilitative medicine treatments. It also has a patent pending portfolio of 10 OTC nutraceutical formulations. The company was formerly known as HooXi Network Inc. and changed its name to Enlighta Inc. in July 2019. Enlighta Inc. is based in Richmond, Canada.","TSXV:NLTA
Company: Enlighta Inc.
(IQT253108413) - Canada",-
06/15/2016,Aurinia Pharmaceuticals Inc. (TSX:AUP),TSX:AUP,Private Placement,Closed, 9.08 ,"ILJIN SNT Co., Ltd",-,IQTR365213198,Health Care (Primary),Canada (Primary),"Aurinia Pharmaceuticals Inc., a clinical stage biopharmaceutical company, engages in the research, development, and commercialization of therapeutic drugs for the treatment of various diseases in the United States and China. The company is involved in developing voclosporin, an investigational drug for the treatment of lupus nephritis, dry eye syndrome, and focal segmental glomerulosclerosis. Aurinia Pharmaceuticals Inc. is headquartered in Victoria, Canada.","TSX:AUP
Company: Aurinia Pharmaceuticals Inc.
(IQT2622592) - Canada",-
06/15/2016,Canadian International Pharma Corp. (TSXV:CIP.H),TSXV:CIP.H,Private Placement,Closed, 0.205 ,-,-,IQTR365402838,Health Care (Primary),Canada (Primary),"Canadian International Pharma Corp. focuses on the manufacture, distribution, and sale of generic and nutraceutical drugs in Canada and internationally. It also provides testing and measuring services for finished dosage forms of nutraceutical and pharmaceutical medications. The company was formerly known as Black Panther Mining Corp. and changed its name to Canadian International Pharma Corp. in June 2015. Canadian International Pharma Corp. is based in West Vancouver, Canada.","TSXV:CIP.H
Company: Canadian International Pharma Corp.
(IQT46045249) - Canada",-
06/14/2016,Arch Biopartners Inc. (OTCPK:ACHF.F),OTCPK:ACHF.F,Private Placement,Closed, 0.33 ,-,-,IQTR364917694,Health Care (Primary),Canada (Primary),"Arch Biopartners Inc., a biotechnology company, develops technologies for improving the health of patients. The company develops AB569, a drug candidate for the treatment of antibiotic resistant lung and urinary tract bacterial infections, as well as to treat pseudomonas aeruginosa infections in the respiratory tracts of patients with cystic fibrosis. It also develops MetaBlok, a drug candidate for the treatment of sepsis, cancer metastasis, and inflammation based diseases, as well as in a phase I safety trial for treating acute kidney injury; and Arch inflammation treatments for chronic kidney and bowel diseases caused by non-infectious inflammation. In addition, the company develops Borg, a Peptide-solid surface interface to inhibit biofilm formation and reduce corrosion; and MetaMx synthetic molecules that targets brain tumor initiating cells and invasive glioma cells. Arch Biopartners Inc. is headquartered in Toronto, Canada.",-,"TSXV:ARCH
Company: Arch Biopartners Inc.
(IQT246708499) - Canada"
06/13/2016,Correvio Pharma Corp. (TSX:CORV),TSX:CORV,Private Placement,Closed, 40.0 ,-,-,IQTR365142484,Health Care (Primary),Canada (Primary),"Correvio Pharma Corp., a specialty pharmaceutical company, engages in developing therapeutics worldwide. Its portfolio of marketed brands comprise Aggrastat (tirofiban hydrochloride) for patients with acute coronary syndrome; and Brinavess (vernakalant IV) for the rapid conversion of recent onset atrial fibrillation to sinus rhythm. The company also offers ESMOCARD and ESMOCARD LYO, a short acting beta blocker for the treatment of supraventricular tachycardia and control of the ventricular rate in patients with atrial fibrillation; Trevyent, a development stage drug/device combination product for pulmonary arterial hypertension; Xydalba, a treatment for acute bacterial skin and skin structure infections; and Zevtera/Mabelio, a cephalosporin antibiotic for intravenous administration with rapid bactericidal activity. Correvio Pharma Corp. was incorporated in 2018 and is headquartered in Vancouver, Canada.","TSX:CORV
Company: Correvio Pharma Corp.
(IQT2598163) - Canada",-
06/10/2016,Antibe Therapeutics Inc. (TSXV:ATE),TSXV:ATE,Private Placement,Closed, 1.46 ,-,-,IQTR347894449,Health Care (Primary),Canada (Primary),"Antibe Therapeutics Inc., a pharmaceutical development company, originates, develops, and out-licenses patent protected pharmaceuticals in Canada, Europe, the United States, and internationally. Its drugs are designed to prevent the gastrointestinal damage and bleeding caused by non-steroidal anti-inflammatory drugs. The company’s lead compound is ATB-346, a hydrogen sulfide-releasing derivative of naproxen for treating rheumatoid arthritis, ankylosing spondylitis, and general pain reduction, which has completed Phase 2B gastrointestinal safety study. Its products also comprise ATB-352, which is in preclinical stage for the treatment of gout, dental pain, post-surgical pain, etc.; and ATB-340 that is in preclinical development stage for the treatment of cardiovascular disease and cancer chemoprevention. In addition, it offers various tissue regenerating products, such as bone grafting and dental membrane solutions for the dental and orthopedic markets; and surgical instruments for dental surgery, plastic surgery, general surgery and specialties, and veterinary applications. The company was incorporated in 2009 and is headquartered in Toronto, Canada.","TSXV:ATE
Company: Antibe Therapeutics Inc.
(IQT241870185) - Canada",-
06/09/2016,StageZero Life Sciences Ltd. (TSX:SZLS),TSX:SZLS,Private Placement,Effective, 5.0 ,Global Emerging Markets,-,IQTR347350960,Health Care (Primary),Canada (Primary),"StageZero Life Sciences Ltd. focuses on developing and commercializing proprietary molecular diagnostic tests for the early detection of diseases and personalized health management with a primary focus on cancer-related indications. Its proprietary platform technology, the Sentinel Principle, identifies novel biomarkers from whole blood. The company’s lead product is ColonSentry, a blood test to determine an individual’s current risk for having colorectal cancer. The company was formerly known as GeneNews Limited. StageZero Life Sciences Ltd. was founded in 1998 and is headquartered in Richmond Hill, Canada.","TSX:SZLS
Company: StageZero Life Sciences Ltd.
(IQT29828484) - Canada",-
06/07/2016,DIAGNOS Inc. (TSXV:ADK),TSXV:ADK,Private Placement,Closed, 0.15 ,-,-,IQTR346749519,Health Care (Primary),Canada (Primary),"DIAGNOS Inc. provides software-based interpretation services in Canada, the United States, Kenya, the United Arab Emirates, Saudi Arabia, Mexico, and internationally. It offers image analysis services through Computer Assisted Retinal Analysis, a software tool that assists health specialists in the detection of diabetic retinopathy. The company was founded in 1998 and is headquartered in Brossard, Canada.","TSXV:ADK
Company: DIAGNOS Inc.
(IQT2605851) - Canada",-
06/03/2016,Avivagen Inc. (TSXV:VIV),TSXV:VIV,Private Placement,Closed, 3.6 ,-,-,IQTR345591766,Health Care (Primary),Canada (Primary),"Avivagen Inc. develops and commercializes various products to replace antibiotics in livestock feeds to optimize the health and growth of the animals by supporting the animal’s own health defenses. The company offers products based on its OxC-Beta technology, such as OxC-beta Livestock, a premix for livestock feeds; and Vivamune Health Chews supplements for companion animals. The company was formerly known as Chemaphor, Inc. and changed its name to Avivagen Inc.in May 2012. The company is headquartered in Ottawa, Canada.","TSXV:VIV
Company: Avivagen Inc.
(IQT23428260) - Canada",-
06/02/2016,Kane Biotech Inc. (TSXV:KNE),TSXV:KNE,Private Placement,Closed, 0.661 ,-,-,IQTR345299114,Health Care (Primary),Canada (Primary),"Kane Biotech Inc., a biotechnology company, researches, develops, and commercializes technologies and products that prevent and remove microbial biofilms worldwide. It develops pet oral care solutions under the StrixNB and bluestem trademarks; animal and human wound care solutions under the DispersinB trademark; medical device coatings under the Aledex trademark; and shampoo for dogs, cats, and horses under the Alosera trademark. The company was founded in 2001 and is based in Winnipeg, Canada.","TSXV:KNE
Company: Kane Biotech Inc.
(IQT5532100) - Canada",-
05/31/2016,Aurora Spine Corporation (TSXV:ASG),TSXV:ASG,Private Placement,Closed, 0.505 ,-,-,IQTR344426779,Health Care (Primary),Canada (Primary),"Aurora Spine Corporation, through its subsidiary, Aurora Spine, Inc., develops and distributes spinal implant products in Canada. The company offers interspinous process lumbar fusion devices for patients suffering from degenerative disc diseases; Ti-Coated polyether ether ketone interbody cages, which provide spacing and stability between the vertebrae and bone grows to complete the fusion process; sterile-packed titanium plasma spray coated spinal infusion implants for bone growth; and 3D Printed Stand Alone ALIF Cage, an integrated plate and spacer system that helps to preserve the natural anatomic profile, and provide spinal column support and stability. The company was incorporated in 2013 and is headquartered in Toronto, Canada.","TSXV:ASG
Company: Aurora Spine Corporation
(IQT245521185) - Canada",-
05/31/2016,Lexaria Bioscience Corp. (OTCPK:LXRP),OTCPK:LXRP,Private Placement,Closed, 0.099 ,-,-,IQTR344485775,Health Care (Primary),Canada (Primary),"Lexaria Bioscience Corp. focuses on the development of its proprietary nutrient infusion technologies for the production of superfoods. It operates in two segments, Intellectual Property Licensing and Consumer Products. The company develops and licenses DehydraTECH, a patented lipid nutrient infusion technology that improves taste, rapidity, and delivery of bioactive compounds that include cannabinoids, vitamins, NSAIDs, nicotine, and other molecules. It is also involved in the development, production, and distribution of enhanced functional food and supplement products under the ViPova and Lexaria Energy brands. The company was formerly known as Lexaria Corp. and changed its name to Lexaria Bioscience Corp. in April 2016. Lexaria Bioscience Corp. was founded in 2004 and is based in Kelowna, Canada.",-,"CNSX:LXX
Company: Lexaria Bioscience Corp.
(IQT241590134) - Canada"
05/30/2016,MedX Health Corp (TSXV:MDX),TSXV:MDX,Private Placement,Closed, 1.5 ,-,-,IQTR344245278,Health Care (Primary),Canada (Primary),"MedX Health Corp., a medical device and software company, develops, manufactures, and markets skin related screening tools and phototherapy devices for pain relief and tissue repair in North America, Europe, and Asia. The company offers SIAscopy, a medical device technology that is used to scan skin for suspicious moles and lesions; and phototherapeutic medical devices, which use light energy in lower-level laser and LED to provide treatment for pain and tissue damage in the rehabilitation market. Its product portfolio includes SIMSYS, a skin analysis system; MoleMate, a non-invasive screening device that is designed for general practitioners and skin specialists; and SIAMETRICS, a skin visualization and measurement technology that allows cosmetic formulators and active ingredient manufacturers to measure and quantify the concentrations of melanin, haemoglobin, and collagen in living human skin. The company also provides rehab laser console systems, dental laser console systems, oralase portable laser probes, MedX home treatment systems, and rehab portable lasers. In addition, it operates DermSecure telemedicine platform that enables the Web-based operation of SIAscopy scanning technology and allows the company to deploy its technology in networks of third-party locations from which patients’ mole and lesion scans can be connected to specialist physicians for remote assessment. The company was incorporated in 1999 and is headquartered in Mississauga, Canada.","TSXV:MDX
Company: MedX Health Corp
(IQT41570448) - Canada",-
05/29/2016,Titan Medical Inc. (TSX:TMD),TSX:TMD,Private Placement,Effective, 20.8 ,"Shanghai Jugu Equity Investment Fund Co., Ltd.",-,IQTR344810194,Health Care (Primary),Canada (Primary),"Titan Medical Inc., a research and development stage company, focuses on the design, development, and commercialization of computer-assisted robotic surgical technologies for application in minimally invasive surgery (MIS). The company is developing the SPORT Surgical System, a single-port robotic surgical system that comprises a surgeon-controlled patient cart, which includes a 3D vision system and multi-articulating instruments for performing MIS procedures; and a surgeon workstation that provides the surgeon with ergonomic interface to the patient cart and a 3D endoscopic view inside the patient’s body during MIS procedures. The SPORT Surgical System enables surgeons to perform surgical procedures for gynecologic, urologic, colorectal, and general abdominal indications. Titan Medical Inc. is headquartered in Toronto, Canada.","TSX:TMD
Company: Titan Medical Inc.
(IQT47190779) - Canada",-
05/27/2016,RepliCel Life Sciences Inc. (OTCPK:REPC.F),OTCPK:REPC.F,Private Placement,Closed, 0.207 ,-,-,IQTR343974984,Health Care (Primary),Canada (Primary),"RepliCel Life Sciences Inc., a regenerative medicine company, focuses on developing autologous cell therapies that treat functional cellular deficits. Its treatments use autologous cell therapy, which isolates an individual’s own cells from harvested tissues and growing more in controlled conditions in a laboratory. The company’s product candidates include RCT-01 for the treatment of chronic tendinosis; RCS-01 to treat aging and sun damaged skin; and RCH-01 for the treatment of hair loss. It is also developing RCI-02, a dermal injection device. The company has collaboration agreement with YOFOTO (China) Health Industry Co. Ltd. to develop and commercialize RCS-01; and collaboration and technology transfer agreement with Shiseido Company, Limited for establishing a clinical research program for RCH-01. RepliCel Life Sciences Inc. is headquartered in Vancouver, Canada.",-,"TSXV:RP
Company: RepliCel Life Sciences Inc.
(IQT254079093) - Canada"
05/27/2016,Lotus Ventures Inc. (CNSX:J),CNSX:J,Private Placement,Closed, 0.332 ,-,-,IQTR344323422,Health Care (Primary),Canada (Primary),"Lotus Ventures Inc. produces and sells medical marijuana. The company is based in Vancouver, Canada.","CNSX:J
Company: Lotus Ventures Inc.
(IQT274566928) - Canada",-
05/26/2016,Intellipharmaceutics International Inc. (TSX:IPCI),TSX:IPCI,Public Offering,Closed, 6.77 ,-,-,IQTR343437325,Health Care (Primary),Canada (Primary),"Intellipharmaceutics International Inc., a pharmaceutical company, researches, develops, and manufactures novel and generic controlled-release and targeted-release oral solid dosage drugs in the United States. It develops various drug delivery systems, product candidates, and a pipeline of products based on its patented Hypermatrix technology in therapeutic areas, including neurology, cardiovascular, gastrointestinal tract, diabetes, and pain. The company offers Oxycodone ER, an abuse deterrent oxycodone hydrochloride extended release tablet; Regabatin and Lyrica, a pregabalin extended-release capsule for the management of neuropathic pain; Effexor XR, a venlafaxine hydrochloride extended-release capsule to treat depression; Protonix, a pantoprazole sodium delayed-release capsule to treat gastroesophageal reflux disease; and Glucophage XR, a metformin hydrochloride extended-release tablet that treats type 2 diabetes. It also provides Seroquel XR, a quetiapine fumarate extended-release tablet for the treatment of schizophrenia, bipolar disorder, and major depressive disorders; Lamictal XR, a lamotrigine extended release tablet to treat epilepsy; Keppra XR, a levetiracetam extended-release tablet for the treatment of partial onset seizures in patients with epilepsy. In addition, the company offers Pristiq, a desvenlafaxine extended-release tablet to treat depression; Oleptro, a trazodone hydrochloride extended-release tablet to treat depression; Coreg CR, a carvedilol phosphate extended-release capsule for heart failure and hypertension; OxyContin, an oxycodone hydrochloride controlled-release capsule for pain; Ranexa, a ranolazine extended release tablet for chronic angina; and Focalin XR, a dexmethylphenidate hydrochloride extended-release capsule for hyperactivity disorder. It has a license and commercialization agreement with Par Pharmaceutical Inc. The company was founded in 1998 and is headquartered in Toronto, Canada.","TSX:IPCI
Company: Intellipharmaceutics International Inc.
(IQT79343703) - Canada",-
05/25/2016,Appili Therapeutics Inc. (TSXV:APLI),TSXV:APLI,Private Placement,Closed, 4.28 ,Innovacorp; Atlantic Canada Opportunities Agency; Bloom Burton & Co. Inc.; National Research Council of Canada's Industrial Research Assistance Program,-,IQTR342834260,Health Care (Primary),Canada (Primary),"Appili Therapeutics Inc., a pharmaceutical company, acquires, develops, and commercializes therapeutics in the area of infectious disease in Canada. The company focuses on building and advancing a portfolio of anti-infective programs. Its anti-infective portfolio includes ATI-1501, a taste-masked oral liquid formulation of an antibiotic, metronidazole; ATI-1503 that develops a class of gram-negative targeting antibiotics; and ATI-1701 is a live-attenuated vaccine for Francisella tularensis. Appili Therapeutics Inc. was founded in 2015 and is headquartered in Halifax, Canada.","TSXV:APLI
Company: Appili Therapeutics Inc.
(IQT607127273) - Canada",-
05/17/2016,Canadian International Pharma Corp. (TSXV:CIP.H),TSXV:CIP.H,Private Placement,Closed, 0.39 ,-,-,IQTR339664984,Health Care (Primary),Canada (Primary),"Canadian International Pharma Corp. focuses on the manufacture, distribution, and sale of generic and nutraceutical drugs in Canada and internationally. It also provides testing and measuring services for finished dosage forms of nutraceutical and pharmaceutical medications. The company was formerly known as Black Panther Mining Corp. and changed its name to Canadian International Pharma Corp. in June 2015. Canadian International Pharma Corp. is based in West Vancouver, Canada.","TSXV:CIP.H
Company: Canadian International Pharma Corp.
(IQT46045249) - Canada",-
05/17/2016,Opsens Inc. (TSX:OPS),TSX:OPS,Private Placement,Closed, 5.0 ,Lumira Ventures; Fiera Capital Corporation (TSX:FSZ); The Fiera Capital QSSP II Investment Fund Inc.,-,IQTR339843560,Health Care (Primary),Canada (Primary),"Opsens Inc. develops, manufactures, installs, and sells fiber optic sensors for interventional cardiology, fractional flow reserve (FFR), oil and gas, and industrial applications. The company operates through two segments, Medical and Industrial. It primarily focuses on the measure of FFR in interventional cardiology. The company offers OptoWire, an advanced optical-based pressure guidewire that enhances the clinical outcome of patients with coronary artery disease; and OptoMonitor, which can be connected directly to the cath lab hemodynamic system that offers FFR module to display FFR on the cath lab monitor. It also provides design, installation, and field support services; and fiber optic point pressure and temperature sensors, distributed temperature sensors, specialized readout units, and specialized cables, as well as fiber optic sensors for infrastructure surveillance to the upstream and downstream oil and gas industry. In addition, the company provides fiber optic sensing solutions for industrial applications, including fiber optic temperature sensors, pressure sensors, strain sensors, displacement sensors, and extensometers, as well as signal conditioners/OEM boards. It serves various markets, such as life sciences, energy, defense and aerospace, geotechnical, civil engineering, scientific laboratory, and other markets. The company operates in the United States, Japan, Canada, and internationally. Opsens Inc. is headquartered in Québec, Canada.","TSX:OPS
Company: Opsens Inc.
(IQT29686435) - Canada",-
05/17/2016,IMV Inc. (TSX:IMV),TSX:IMV,Private Placement,Closed, 8.0 ,CTI Life Sciences,-,IQTR339949771,Health Care (Primary),Canada (Primary),"IMV Inc., a clinical-stage immuno-oncology company, together with its subsidiaries, develops products based on its platform and products with a primary focus on T cell activating therapies for cancer. The company’s DPX drug development platform provides a patented delivery formulation that enables controlled and prolonged exposure of antigens to the immune system. The company develops DPX-Survivac, T cell activating immunotherapy that is in Phase II clinical trials for ovarian cancer and diffuse large B-cell lymphoma. It also develops DPX-RSV, a B cell epitope peptide vaccine candidate, which has completed a Phase I clinical trial for respiratory syncytial virus; DPX-E7 an investigational immunotherapy that targets a viral protein in human papillomavirus (HPV) known as E7; and vaccine candidates for malaria and the Zika virus. IMV Inc. has collaboration and license agreements with Merck & Co., Inc., Dana-Farber Cancer Institute, Incyte Corporation, and Leidos Inc, as well as with Zoetis and The Wistar Institute; and a preclinical therapeutic research collaboration with Navidea Biopharmaceuticals, Inc. to explore the potential combinatory effect with their platform-based immunotherapies. The company was formerly known as Immunovaccine Inc. and changed its name to IMV Inc. in May 2018. IMV Inc. was founded in 2000 and is headquartered in Dartmouth, Canada.","TSX:IMV
Company: IMV Inc.
(IQT71987179) - Canada",-
05/13/2016,Acerus Pharmaceuticals Corporation (TSX:ASP),TSX:ASP,Merger/Acquisition,Closed, 10.25 ,First Generation Capital Inc.,K2 & Associates Investment Management Inc.; West Face Capital Inc,IQTR338255931,Health Care (Primary),Canada (Primary),"Acerus Pharmaceuticals Corporation, a specialty pharmaceutical company, focuses on the development, manufacture, marketing, and distribution of pharmaceutical products for men’s and women’s health. The company offers Natesto, a nasal gel for testosterone replacement therapy in adult males diagnosed with hypogonadism; Estrace, an oral tablet for the symptomatic relief of menopausal symptoms; and UriVarx, a natural health product that helps reduce symptoms of hyperactive bladder, such as daytime urinary frequency, urgency, and nocturia. It also engages in developing Lidbree, a short acting lidocaine formulation delivered through a proprietary device into the vaginal mucosal tissue; Stendra, a PDE5 inhibitor for the treatment of erectile dysfunction; Elegant vaginal moisturizer, which provides comfort to women suffering from vaginal dryness; and Elegant pH, a pH balanced vaginal product; Gynoflor, an ultra-low dose vaginal estrogen combined with a probiotic for the treatment of vaginal atrophy, restoration of vaginal flora, and treatment of certain vaginal infections; and Tefina, a clinical stage product for women with female sexual dysfunction. Acerus Pharmaceuticals Corporation sells products through its salesforce in Canada; and through a network of licensed distributors in the United States and internationally. The company was formerly known as Trimel Pharmaceuticals Corporation and changed its name to Acerus Pharmaceuticals Corporation in September 2015. Acerus Pharmaceuticals Corporation was founded in 2008 and is headquartered in Mississauga, Canada.","TSX:ASP
Company: Acerus Pharmaceuticals Corporation
(IQT137641837) - Canada",-
05/11/2016,Sirona Biochem Corp. (TSXV:SBM),TSXV:SBM,Private Placement,Closed, 0.83 ,-,-,IQTR337516423,Health Care (Primary),Canada (Primary),"Sirona Biochem Corp. operates as a cosmetic ingredient and drug discovery company in Canada and France. The company develops programs in three areas, including diabetes, anti-inflammatories, and anti-infectives for therapeutics; anti-aging and depigmenting agents in cosmeceuticals; and biological ingredients, such as inducers and adjuvants for the biological development and preservation. It develops a sodium glucose co-transporter inhibitor for the treatment of diabetes, as well as cosmetic skin lightening agents and compounds. The company was formerly known as High Rider Capital Inc. and changed its name to Sirona Biochem Corp. in May 2009. Sirona Biochem Corp. was incorporated in 2006 and is headquartered in Vancouver, Canada.","TSXV:SBM
Company: Sirona Biochem Corp.
(IQT58893998) - Canada",-
05/10/2016,Knight Therapeutics Inc. (TSX:GUD),TSX:GUD,Public Offering,Closed, 200.0 ,-,-,IQTR337311575,Health Care (Primary),Canada (Primary),"Knight Therapeutics Inc. operates as a specialty pharmaceutical company in Canada and internationally. The company is involved in developing, acquiring, in-licensing, out-licensing, marketing, and distributing pharmaceutical products, consumer health products, and medical devices. Its commercialized products include Movantik to treat opioid induced constipation; Neuragen to treat pain associated with diabetic and peripheral neuropathy; Synergy family consumer health products; Mytesi for symptomatic relief of noninfectious diarrhea in adult patients with HIV or AIDS on ART; and NERLYNX for the treatment of HER2-positive breast cancer. The company also develops Probuphine to treat opioid addiction; NeurAxon family for acute migraine, pain, and neurological disorders; Antibe family to treat chronic pain and inflammation; AzaSite for bacterial conjunctivitis; Iluvien to treat diabetic macular edema; Netildex for ocular inflammation; 60P family to treat tropical diseases; Advaxis family to treat HPV-associated cancers and others; Triumvira family, a novel T-cell therapies for cancer; and TX-004HR for moderate-to-severe dyspareunia and TX-001HR for moderate-to-severe vasomotor symptoms due to menopause. In addition, it develops FLEXISEQ for pain and joint stiffness associated with osteoarthritis; Crescita family dermo-cosmetic line of products; Arakoda, a prevention of malaria; and Tenapanor for hyperphosphatemia treatment. Further, the company develops TULSA-PRO, a medical device for prostate ablation. Additionally, it finances other life science companies; and invests in life sciences venture capital funds. The company is headquartered in Montreal, Canada.","TSX:GUD
Company: Knight Therapeutics Inc.
(IQT254910895) - Canada",-
05/10/2016,Zecotek Photonics Inc. (TSXV:ZMS),TSXV:ZMS,Private Placement,Closed, 1.57 ,-,-,IQTR340761244,Health Care (Primary),Canada (Primary),"Zecotek Photonics Inc., a photonics technology company, develops various photonics technologies and products for commercial and research applications in medical, bio-science, high-energy physics, pharmaceutical research, material processing, engineering and industrial design, and multi-media markets. The company operates through three divisions: Zecotek Imaging China, Zecotek Optronics Systems, and Zecotek Autotronics. Its imaging systems include lutetium fine silicate scintillation crystals; solid-state micro-pixel avalanche photo diode photo detectors and transistors; and integrated detector modules. The company also develops glasses-free 3D displays; and 3D auto-stereoscopic displays, and 3D printers and related technologies for applications in healthcare, scientific, and industrial markets. Zecotek Photonics Inc. in Asia and North America. Its strategic partners primarily include Nucare Ltd., University of Washington, and University of California. The company was formerly known as Zecotek Medical Systems Inc. and changed its name to Zecotek Photonics Inc. in November 2007. Zecotek Photonics Inc. was incorporated in 1983 and is headquartered in Richmond, Canada.","TSXV:ZMS
Company: Zecotek Photonics Inc.
(IQT39242544) - Canada",-
