Deal ID,Company Name,Deal Date,Deal Type,Deal Type 2,Deal Size,Post Valuation,Deal Synopsis,Deal Status,Financing Status,Business Status,Investors,Primary Industry Code,Verticals,Description,HQ Location,Company Website,PitchBook Link
80475-76T,NeuroQore,08-Sep-2016,Accelerator/Incubator,,0.20,0.63,"The company joined IndieBio as part of its SF program on September 8, 2016, and received $200,000 in funding. A part of the funding was received in the form of convertible debt.",Completed,Venture Capital-Backed,Startup,IndieBio,Diagnostic Equipment,"HealthTech, TMT","Developer of a health technology platform designed to offer devices that deal with major depressive disorders and suicide prevention. The company's platform offers devices based on magnetic stimulation technology to treat depression symptoms, enabling healthcare practitioners to conduct treatment for individuals with imminent risk of suicide and various brain conditions.","Ottawa, Canada",www.neuroqore.com,View company online
93413-26T,NXTSENS,07-Sep-2016,Accelerator/Incubator,,,,"The company joined McGill X-1 Accelerator as part of the 2016 cohort, in September 7, 2016 and received an undisclosed amount in funding.",Completed,Accelerator/Incubator Backed,Generating Revenue,McGill X-1 Accelerator,Other Healthcare Services,"HealthTech, TMT","Provider of sensing technology designed to develop medical diagnostic equipment. The company's sensing technology provides tailored sensing, timing and frequency reference services which are integrated, customizable, medical doctors to get the tools they need to make better decisions.","Montreal, Canada",www.nxtsens.com,View company online
76590-91T,Ranomics,02-Sep-2016,Early Stage VC,Series A,1.23,,"The company raised CAD 1.6 million of Series A venture funding from SOSV on September 2, 2016. The funding will be used by the company for continued research and development, and branch out into hereditary cancer genes with similar biology as BRCA1, such as TP53 and BRCA2.",Completed,Venture Capital-Backed,Generating Revenue,SOSV,Biotechnology,"HealthTech, Life Sciences, LOHAS & Wellness, TMT","Developer of a rare genetic variation intended to improve understanding of human genetics for the betterment of patient health and wellness. The company's variation develops a database of rare genetic variations and offers health predictions based on the patient's genetic information, enabling patients to get genetic change variation in a cost-effectively and quick way.","Toronto, Canada",www.ranomics.com,View company online
80688-43T,Exact Imaging,01-Sep-2016,Later Stage VC,Series C,16.54,,"The company raised CAD 21.5 million of Series C venture funding in a deal led by Lumira Capital and Vesalius Biocapital Partners on September 1, 2016. PMV, iGan Partners, MaRS Investment Accelerator Fund and BioSciKin also participated in the round. The company intends to use the funds to commercialize its disruptive ExactVu technology for prostate cancer imaging.",Completed,Venture Capital-Backed,Generating Revenue,"BioSciKin, iGan Partners(Sam Ifergan), Lumira Ventures(Peter Van der Velden), MaRS Investment Accelerator Fund, PMV(Alexandra Tolia), Vesalius Biocapital Partners(Gaston Matthyssens)",Diagnostic Equipment,"Life Sciences, Oncology","Developer of micro-ultrasound systems intended to be used for urological applications. The company's systems provides resolution for visualization and targeting of suspicious regions, in addition to performing systematic TRUS biopsies for prostate cancer imaging, enabling urologists to perform targeted biopsies within a standard urological workflow.","Markham, Canada",www.exactimaging.com,View company online
95571-64T,GenXys,31-Aug-2016,Seed Round,Seed Round,0.57,,"The company raised $570,000 of seed funding from undisclosed investors on August 31, 2016.",Completed,Venture Capital-Backed,Generating Revenue,,Decision/Risk Analysis,Life Sciences,"Developer of precision prescribing software which solves a global top 5 cause of death like adverse drug reactions and inappropriate prescribing. The company's software assesses and analyzes all of an individual's key variables, including pharmacogenetics, to provide personalized medication options for optimized treatment effectiveness, improved patient safety, increased population health, and reduced healthcare costs.","Vancouver, Canada",www.genxys.com,View company online
74780-38T,Thorasys,25-Aug-2016,Angel (individual),Angel (individual),1.30,,"The company raised $1.3 million of angel funding from Anges Québec on September 25, 2016. The funding will be used by the company to commercialize the tremoFlo™ C-100 Airwave Oscillometry System (AOS)™, a portable device designed to facilitate the diagnosis of lung diseases in order to improve treatment.",Completed,Angel-Backed,Startup,Anges Québec Capital,Diagnostic Equipment,Manufacturing,Provider and developer of a respiratory medical device. The company provides and manufactures a pulmonary function test equipment for the diagnosis and monitoring of lung diseases such as Asthma and Chronic Obstructive Pulmonary Disease (COPD) using the Forced Oscillation Technique (FOT).,"Montreal, Canada",www.thorasys.com,View company online
121094-20T,Neurescence,25-Aug-2016,Accelerator/Incubator,,,,"The company joined Communitech Hyperdrive on August 25, 2016 and received an undisclosed amount in funding.",Completed,Accelerator/Incubator Backed,Generating Revenue,Communitech Hyperdrive,Diagnostic Equipment,,"Developer of miniature microscope designed to simultaneously monitor the activities of neurons in multiple regions of the brain and the spinal cord of freely behaving subjects. The company's microscope uses brain imaging technology to cure brain diseases such as alzheimer's, epilepsy and depression, enabling healthcare providers to determine where in the brain to operate.","Toronto, Canada",www.neurescence.com,View company online
74647-36T,AIRO Health,22-Aug-2016,Accelerator/Incubator,,0.12,1.71,"The company graduated from Y Combinator as a part of their Summer 2016 Class and received $120,000 in funding on August 22, 2016.",Completed,Venture Capital-Backed,Startup,Y Combinator,Monitoring Equipment,"Digital Health, HealthTech, TMT, Wearables & Quantified Self","Developer of a sensor-based health monitoring wristband designed to monitor nutrition, stress, exercise and sleep. The company's product Stress Tracker is an armband that uses different wavelengths of light to automatically detect and monitor nutrition intake, stress patterns, physical exertion, heart rate and distinct sleep cycles as well as passively tracks the changes in nervous system to calculate stress levels, enabling users to learn how their body responds to digestion, exercise and sleep.","Kitchener, Canada",www.airohealth.com,View company online
102252-70T,DoseBiome,22-Aug-2016,Accelerator/Incubator,,,,"The company joined JLABS on August 22, 2017.",Completed,Accelerator/Incubator Backed,Startup,JLABS,Clinics/Outpatient Services,,"Provider of microbiome research intended to provide oral hygiene. The company's microbiome research improves the microbial ecosystem in the mouth by preventing diseases such as dental caries and periodontal conditions and focuses on the development of pre and probiotic consumer products that selectively reduce bad bacteria while promoting healthy populations of the good, enabling users to avoid dental problems.","Toronto, Canada",www.drinkqii.com,View company online
96052-87T,MetaOptima,21-Aug-2016,Early Stage VC,,0.54,10.85,"The company raised CAD 700,007 of venture funding from 7 Gate Ventures and other undisclosed investors on August 21, 2016, putting the company's pre-money valuation at 13.45 million.",Completed,Venture Capital-Backed,Generating Revenue,7 Gate Ventures,Diagnostic Equipment,"Life Sciences, Mobile, Oncology, TMT","Developer of a health application designed to monitor, record and assess potentially cancerous skin lesions. The company's health application focuses on empowering high-risk patients with mobile health technologies and providing tools for regular skin screening and the early detection of skin cancer, enabling patients to diagnose skin problems in advance easily.","Vancouver, Canada",www.metaoptima.com,View company online
96481-27T,Steadiwear,09-Aug-2016,Accelerator/Incubator,,0.04,,"The company joined The Ontario Brain Institute as part of the ONtrepreneurs Program on August 09, 2016 and received CAD 50,000 in funding.",Completed,Accelerator/Incubator Backed,Product In Beta Test,The Ontario Brain Institute,Electronics (B2C),"TMT, Wearables & Quantified Self","Developer of smart gloves designed to reduce hand tremors for all those who suffer from Essential Tremor and Parkinson's Disease. The company's gloves are lightweight, compact and battery-free stabilizing glove that utilizes a smart fluid to provide resistance to hand tremors, enabling seniors and people suffering from these conditions to be independent and improve their quality of life.","Toronto, Canada",www.steadiwear.com,View company online
86775-40T,WinterLight Labs,08-Aug-2016,Accelerator/Incubator,,0.04,,"The company joined Ontario Brain Institute as part of its ONtrepreneurs program and received CAD 50,000 in funding on August 8, 2016. The funds were received in the form of prize money.",Completed,Accelerator/Incubator Backed,Startup,Ontario Brain Institute,Other Healthcare Technology Systems,"Artificial Intelligence & Machine Learning, Big Data, TMT","Developer of a language-based diagnostic system designed to detect cognitive diseases. The company's diagnostic system uses machine learning and artificial intelligence technologies to analyze and quantify aspects of speech and language for tracking cognition and disease progression, enabling patients to accurately detect cognitive impairment.","Toronto, Canada",www.winterlightlabs.com,View company online
69271-03T,Sitka Biopharma,07-Aug-2016,Seed Round,Seed Round,2.40,,"The company raised $2.4 million of seed funding from Quark Venture on August 7, 2017. The funding will allow the company to advance its lead compound for the treatment of bladder cancer into clinical trials.",Completed,Venture Capital-Backed,Pre-Clinical Trials,Quark Venture(Karimah Es Sabar),Biotechnology,"Life Sciences, Nanotechnology, Oncology, TMT","Developer of a nano-particle polymer platform technology designed to improve drug absorption for cancer treatments. The company's technology increases absorption of drugs in difficult-to-penetrate tissues, and addresses the absorption challenges of intravesical chemotherapy for bladder cancer, and later intraperitoneal delivery for ovarian cancer, transforming chemotherapies to benefit patients by enhancing drug efficacy and improving tolerability.","Vancouver, Canada",www.sitkabiopharma.com,View company online
76599-19T,Ranomics,05-Aug-2016,Accelerator/Incubator,,,,"The company joined JLABS on August 5, 2016, and received an undisclosed amount in funding.",Completed,Venture Capital-Backed,Generating Revenue,JLABS,Biotechnology,"HealthTech, Life Sciences, LOHAS & Wellness, TMT","Developer of a rare genetic variation intended to improve understanding of human genetics for the betterment of patient health and wellness. The company's variation develops a database of rare genetic variations and offers health predictions based on the patient's genetic information, enabling patients to get genetic change variation in a cost-effectively and quick way.","Toronto, Canada",www.ranomics.com,View company online
73971-10T,Sequence Bio,03-Aug-2016,Seed Round,Seed Round,3.90,,"The company raised $3.9 million of seed funding in a deal led by Data Collective on August 3, 2016. Killick Capital, Labrador Ventures, BDC Capital IT Venture Fund, and Klister Credit also participated in the round.",Completed,Venture Capital-Backed,Generating Revenue,"BDC Capital IT Venture Fund, Data Collective(James Hardiman), Killick Capital(Mark Dobbin), Klister Credit, Labrador Ventures",Biotechnology,Life Sciences,"Provider of drugs designed to discover better and safer medicines and improve the treatment of a disease. The company's drugs are used to treat complex and inherited diseases, enabling healthcare providers to improve the lives of the patients.","Saint John's, Canada",www.sequencebio.com,View company online
74030-95T,Providence Therapeutics,03-Aug-2016,Angel (individual),Angel (individual),1.07,,"The company raised CAD 1.40 million of angel funding from undisclosed investors on August 3, 2016.",Completed,Angel-Backed,Startup,,Biotechnology,"Life Sciences, Nanotechnology, TMT",Owner and operator of a biotechnology company intended to formulate personalized mRNA with a proprietary lipid nano-particle.,"Calgary, Canada",www.providencetherapeutics.com,View company online
79584-31T,QoC Health,01-Aug-2016,Accelerator/Incubator,,0.02,0.33,"The company joined Startupbootcamp as part of its Digital Health Miami 2016 Class and received $20,000 in funding on August 1, 2016.",Completed,Accelerator/Incubator Backed,Generating Revenue,Startupbootcamp,Other Healthcare Technology Systems,"Digital Health, HealthTech, TMT","Developer of a cloud-based patient engagement platform designed to build customized applications using pre-built modules. The company's patient engagement platform allows users to monitor patients, communicate, provide decision aids and integrate with existing medical records, enabling health care community to utilize digital applications.","Toronto, Canada",www.qochealth.com,View company online
88711-75T,Arbutus Medical,01-Aug-2016,Seed Round,Seed Round,,,The company raised seed funding from entrepreneurship@UBC Seed Fund and other undisclosed investors in August 2016.,Completed,Angel-Backed,Startup,entrepreneurship@UBC Seed Fund,Surgical Devices,"HealthTech, TMT","Developer of a surgical drilling device designed to help surgeons and doctors perform surgeries. The company's surgical drilling devices are safe, affordable and appropriate medical equipment for low-resource environments and helps in orthopedic surgeries, enabling surgeons to manage accidental surgeries with full safety.","Vancouver, Canada",www.arbutusmedical.ca,View company online
82359-55T,Solas Operations,01-Aug-2016,Accelerator/Incubator,,,,The company joined XLerateHealth as a part of its Fall 2016 Cohort in 2016.,Completed,Accelerator/Incubator Backed,Startup,XLerateHealth,Other Healthcare Technology Systems,TMT,Provider of Raman spectroscopy based diagnostic services designed for the detection of gout. The company provides diagnostic services based on the Raman spectroscopy model designed for early detection of gout in asymptomatic patients.,"Toronto, Canada",,View company online
101170-00T,HealthIM,25-Jul-2016,Accelerator/Incubator,,0.05,,"The company joined The Accelerator Centre as part of its AC JumpStart cohort 3 program and received CAD 60,000 in funding on July 25, 2016. As the part of transaction, the funding was received in the form of prize money.",Completed,Accelerator/Incubator Backed,Generating Revenue,The Accelerator Centre,Social/Platform Software,"Mobile, TMT","Provider of a mental health reporting platform intended to help police peacefully resolve crisis situations. The company's mental health reporting platform integrates directly into existing police hardware and networks and standardizes the admissions process of mentally ill persons under police care, thereby providing them with an intelligence driven system, enabling them to prevent crisis and reduce risk when supporting persons with mental illness in the community.","Kitchener, Canada",www.healthim.com,View company online
96590-08T,DMF Medical,19-Jul-2016,Accelerator/Incubator,,,,"The company joined BioNova on July 19, 2016.",Completed,Accelerator/Incubator Backed,Startup,BioNova,Surgical Devices,Life Sciences,"Developer of biomedical devices designed to make anesthesia safer. The company's Memsorb helps to remove carbon dioxide from the anesthetic circuits and uses membrane technology rather than absorbent chemicals, enabling patients to sleep during operations.","Halifax, Canada",www.dmfmedical.com,View company online
81996-40T,MedCurrent,18-Jul-2016,Angel (individual),Angel (individual),2.80,,"The company raised $2.8 million of angel funding from Federal Economic Development Agency for Southern Ontario and other undisclosed investors on July 18, 2016.",Completed,Accelerator/Incubator Backed,Generating Revenue,Federal Economic Development Agency for Southern Ontario,Decision/Risk Analysis,"Digital Health, HealthTech, TMT","Developer of a clinical decision support (CDS) platform designed to improve health and healthcare delivery. The company's OrderWise clinical decision support (CDS) platform, provides real-time, evidence-based guidance integrated at the point of care, by leveraging relevant data from the EHR to inform the CDS process, eliminating redundant steps and highlighting factors that may impact the decision-making process, enabling healthcare enterprises to achieve higher quality of care for patients and improve overall patient experience, while increasing economic benefits for their enterprise value chain.","Toronto, Canada",www.medcurrent.com,View company online
97371-82T,WinterLight Labs,14-Jul-2016,Accelerator/Incubator,,,,"The company graduated from Creative Destruction Lab on July 14, 2016.",Completed,Accelerator/Incubator Backed,Startup,Creative Destruction Lab,Other Healthcare Technology Systems,"Artificial Intelligence & Machine Learning, Big Data, TMT","Developer of a language-based diagnostic system designed to detect cognitive diseases. The company's diagnostic system uses machine learning and artificial intelligence technologies to analyze and quantify aspects of speech and language for tracking cognition and disease progression, enabling patients to accurately detect cognitive impairment.","Toronto, Canada",www.winterlightlabs.com,View company online
85874-77T,Hyasynth Bio,13-Jul-2016,Accelerator/Incubator,,0.01,,"The company joined Cydan Development and received $5,000 in funding on July 13, 2016. As a part of the transaction the funding was received in the form of grant.",Completed,Accelerator/Incubator Backed,Startup,Cydan,Pharmaceuticals,"Cannabis, Life Sciences","Producer and distributor of cannabinoid products designed to treat biosynthesis problems. The company's products are made using technologies from traditional and modern biology combined with computational analysis to develop organisms at the fastest possible speed, helps to treat multiple sclerosis, epilepsy, Alzheimer's diseases, among others, providing patients with products that can improve the health of millions or even billions of people around the world.","Montreal, Canada",www.hyasynthbio.com,View company online
102979-63T,BenchSci,12-Jul-2016,Accelerator/Incubator,,0.19,,"The company joined FounderFuel on July 12, 2016 and received CAD 250,000 in funding.",Completed,Accelerator/Incubator Backed,Product In Beta Test,FounderFuel,Decision/Risk Analysis,"Artificial Intelligence & Machine Learning, Life Sciences, TMT","Developer of a research intelligence platform intended to accelerate biomedical discoveries. The company's platform uses machine learning and artificial intelligence to translate both closed and open-access data into recommendations for specific experiments regarding antibody extraction, enabling researchers ans scientists to run successful experiments at less time without wasting resources.","Toronto, Canada",www.benchsci.com,View company online
96951-34T,Eve Medical,07-Jul-2016,Product Crowdfunding,,0.01,,"The company raised CAD 15,340 of product crowdfunding via Indiegogo on July 7, 2016.",Completed,Corporation,Startup,,Diagnostic Equipment,FemTech,"Developer of medical products designed to aim at specific healthcare needs of women. The company's medical products includes self-sampling device and mailer box that allows women to collect their own samples for molecular diagnostics testing, at-home HPV and STI screening service for women and more, enabling women to easily take care of their health.","Toronto, Canada",www.evekit.com,View company online
81262-36T,PhotoDynamic,07-Jul-2016,Early Stage VC,,,,"The company raised an undisclosed amount of venture funding from First Angel Network and Innovacorp on July 7, 2016. The funds will be used to help commercialize its unique natural health product for the oral health market.",Completed,Venture Capital-Backed,Generating Revenue,"First Angel Network, Innovacorp",Therapeutic Devices,,"Developer of anti-plaque oral hygiene product intended to combat unwanted micro-organisms. The company's product combines natural chemistry with light and helps in facilitating to eliminate the negative effects of bacteria and its effects on the patients' teeth, enabling physicians to reduce the patients puffy-gums and destroy plaque around the brace bracket and gum-line.","Halifax, Canada",www.photo-dynamic.com,View company online
94346-11T,Awake Labs,30-Jun-2016,Product Crowdfunding,,0.37,,"The company raised $37,261 of product crowdfunding via Indiegogo in June 30, 2016.",Completed,Corporation,Startup,,Electronics (B2C),"Digital Health, EdTech, HealthTech, Mobile, TMT, Wearables & Quantified Self","Developer of a healthcare based platform designed to empower care for autism. The company's interactive platform helps to bridge the knowledge gap between clinicians, therapists and caregivers, enabling parents, teachers and therapists to develop better, more personalized treatment plans.","Toronto, Canada",www.awakelabs.com,View company online
72311-95T,Tevosol,29-Jun-2016,Angel (individual),Angel (individual),2.00,,"The company raised $2 million of angel funding from undisclosed investors on June 29, 2016. The funding will be used to further develop the device prototype for clinical use and to begin a lung transplant trial at the University of Alberta.",Completed,Angel-Backed,Startup,,Surgical Devices,,"Developer of a portable warm perfusion device designed to transplant human body organs. The company's device uses most advanced transplant technologies to offer better recovery of organs, better resuscitation of dysfunctional organs and offers longer preservation of function with the opportunity for ex-vivo treatment, enabling medical professionals to transplant human body organs with full safety.","Edmonton, Canada",www.tevosol.com,View company online
78450-76T,MeaCor,28-Jun-2016,Early Stage VC,,0.50,3.50,"The company raised $500,000 of venture funding in a deal led by Middle East Venture Partners on June 28, 2016, putting the company's pre-money valuation at $3 million. Other angel investors, IM Capital and Berytech also participated in the round.",Completed,Venture Capital-Backed,Product In Beta Test,"Berytech, IM Capital, Middle East Venture Partners",Surgical Devices,,"Developer of a novel catheter-based medical device intended for the repair of the mitral and tricuspid valves. The company's technology offers a novel catheter-based repair device, enabling fragile patients with severe MR that currently are not surgical candidates to effectively treat mitral valve regurgitation (MR).","Montreal, Canada",www.meacor.com,View company online
87240-25T,Ovensa,21-Jun-2016,Early Stage VC,,0.53,,"The company raised $530,000 of venture funding from Anges Québec and Aligo Innovation on June 21, 2016. This new investment and support from members of Anges Québec and Aligo Innovation will be a boon in demonstrating the value of the new technology of the company.",Completed,Venture Capital-Backed,Startup,"Anges Québec Capital, MSBi Valorisation",Biotechnology,"Life Sciences, Oncology","Developer of drug molecules intended to be used for the treatment of cancer and neurodegenerative diseases. The company's drug molecules is targeted to the human tissue through oral administration, enabling its users to receive medical treatment from cancer related diseases.","Aurora, Canada",www.ovensa.com,View company online
82459-54T,Mediti Pharma,20-Jun-2016,Early Stage VC,,,,"The company raised an undisclosed amount of venture funding from TVM Capital Life Science on June 20, 2016.",Completed,Venture Capital-Backed,Clinical Trials - Phase 2,TVM Capital Life Science(Cynthia Lavoie),Drug Discovery,Life Sciences,"Developer of drugs designed to treat Alzheimer's disease. The company's drugs help to identify and cure early symptoms of the disease such as hallucinations, delusions and aggression, enabling healthcare providers to improve the lives of the patients.","Montreal, Canada",,View company online
71697-97T,ImStar (Biotechnology),12-Jun-2016,Seed Round,Seed Round,1.80,,"The company raised $1.8 million of seed funding in a deal led by Accel-Rx and Business Development Bank of Canada on June 12, 2016. AviTx and other undisclosed investors also participated in this round. The company will use the funding to advance its preclinical work on a new approach to treat ALS (amyotrophic lateral sclerosis) before moving on to clinic trials.",Completed,Venture Capital-Backed,Generating Revenue,"Accel-Rx(Natalie Dakers), AviTx(Robert Brown), Business Development Bank of Canada",Biotechnology,,"Developer of therapies designed to treat patients with amyotrophic lateral sclerosis disease. The company's IMS-088 is use for the treatment of alzheimer's, parkinson's disease and dementia, enabling healthcare providers to cure diseases of their patients.","Vancouver, Canada",www.imstartx.com,View company online
71190-55T,Vitaeris,07-Jun-2016,Seed Round,Seed Round,7.00,,"The company raised $7 million of seed funding from HBM Healthcare Investments, Noel Hall and Kevin Chow on June 7, 2016. Biocsl, Patrick Robinson and other undisclosed investors also participated in the round. The funding will be used to initiate the company's operations and advance the anti-interleukin-6 (IL-6) monoclonal antibody, clazakizumab, into new clinical studies.",Completed,Venture Capital-Backed,Startup,"Biocsl, HBM Healthcare Investments (SWX: HBMNE)(Andreas Wicki), HBM Partners(Andreas Wicki)",Biotechnology,Life Sciences,"Developer of monoclonal antibody intended to be used for the treatment of chronic diseases. The company's monoclonal antibody is focused on the development of new treatment options for chronic inflammatory diseases, enabling solid organ transplant recipients to get recovered fast with the help of this new treatment option.","Vancouver, Canada",www.vitaerisbio.com,View company online
119644-75T,eNUVIO,07-Jun-2016,Accelerator/Incubator,,,,"The company joined Centech Accelerator on June 7, 2016.",Completed,Accelerator/Incubator Backed,Startup,Centech Accelerator,Other Devices and Supplies,Life Sciences,"Developer of lab-on-a-chip technologies designed to facilitate and accelerate life science research. The company designs and produces new cutting-edge tools for the life science research, drug discovery, and safety assessment markets simplifying and automating cellular electrophysiology testing, enabling researchers to increase experimental data output, reduce waste and minimize the requirement for technical expertise and lengthy training processes.","Montreal, Canada",www.enuvio.com,View company online
71076-97T,Medella Health,03-Jun-2016,Seed Round,Seed Round,1.40,,"The company raised $1.4 million of seed funding from 1517 Fund, Garage Capital and BDC Capital on June 3, 2016. Fifty Years Fund also participated. It plans to use the funds raised to scale its technology, to work on the next phase of development as it prepares to test its prototype, to invest in software and manufacturing talent and partner with micro-fabrication companies, contact lens manufacturers, and healthcare providers.",Completed,Venture Capital-Backed,Startup,"1517 Fund, Business Development Bank of Canada, Fifty Years, Garage Capital",Monitoring Equipment,"HealthTech, Mobile, TMT","Developer of bio-sensors and electronics designed to monitor health. The company has developed smart contact lenses that continuously and non-invasively monitor glucose levels and transmit that information to a mobile phone, enabling patients to manage their diabetes using data analytics.","Waterloo, Canada",www.medella.ca,View company online
71180-56T,KiDi SMS,03-Jun-2016,Accelerator/Incubator,,,,"The company joined The Forge on June 3, 2016.",Completed,Accelerator/Incubator Backed,Startup,The Forge,Social/Platform Software,"HealthTech, TMT","Provider of an online diabetes self-management system for kids. The company offers an interactive, online gaming platform for self-management of blood glucose for children with Type 1 diabetes.","Oakville, Canada",www.kidisms.ca,View company online
88670-17T,MedChart,01-Jun-2016,Angel (individual),Angel (individual),0.12,,"The company raised CAD 150,000 of angel funding from undisclosed investors on June 1, 2016.",Completed,Angel-Backed,Product In Beta Test,,Medical Records Systems,"Artificial Intelligence & Machine Learning, SaaS, TMT","Developer of a health records management platform designed to transfer medical records and diagnostic imaging. The company's platform makes requesting and releasing health information easy by letting its users store, pass and access multiple health records and data across several interfaces, fast and secure, enabling patients to request and access their medical records from any hospital, clinic or pharmacy in Canada.","Toronto, Canada",www.medchart.com,View company online
89575-48T,Scribens,01-Jun-2016,Accelerator/Incubator,,0.08,0.23,"The company joined Hacking Health Accelerator in June of 2016, and received $100,000 of funding, putting the pre-money valuation at $203,000. The funds will be used for operations.",Completed,Accelerator/Incubator Backed,Startup,Hacking Health Accelerator,Diagnostic Equipment,"HealthTech, TMT","Developer of technological tools designed to facilitate diagnosis and monitoring of children with attention deficit disorder with or without hyperactivity (ADHD). The company's technological tools help in identifying any behavioral or attention disorder, observe the child's evolution over time, and use scientific measurement tool for fine motor skills, enabling parent, teacher and resource teacher to have better assessment and monitor the child closely with the help of the contextual note.","Montreal, Canada",www.scribensproject.com,View company online
86419-09T,MetaGenom Bio,01-Jun-2016,Seed Round,Seed Round,0.02,,"The company raised $30,000 of pre-seed funding from Bioenterprise on June 1, 2016. The funding is intended to expand R&D and go towards product development.",Completed,Venture Capital-Backed,Startup,Bioenterprise Canada,Biotechnology,"AgTech, CleanTech, Industrials, Life Sciences, TMT","Developer of a metagenomics technology platform intended to provide green solutions to environmental challenges associated with industrial activities. The company's technology platform utilizes an integrated set of of tools to detect and isolate microbial organisms, understand their structure, diversity and metabolic potential, enabling industrial and agricultural corporations to enhance and improve their waste treatment, chemical and physical processes.","Toronto, Canada",www.metagenombio.com,View company online
88614-28T,DNAstack,01-Jun-2016,Accelerator/Incubator,,,,The company joined JLabs in June 2016.,Completed,Accelerator/Incubator Backed,Startup,JLABS,Other Healthcare Technology Systems,"Artificial Intelligence & Machine Learning, Big Data, HealthTech, Life Sciences, Oncology, SaaS, TMT","Developer of a cloud-based genomic data management platform designed to manage, analyze and search genomic datasets. The company's platform provides push-button access to state-of-the-art technologies to identify and share information with other organizations having relevant patient data, enabling clinical laboratories to accumulate data and break down barriers to data sharing more quickly and cost-effectively.","Toronto, Canada",www.dnastack.com,View company online
97309-63T,Nanovista,01-Jun-2016,Accelerator/Incubator,,,,"The company joined JLABS on June 1, 2016.",Completed,Accelerator/Incubator Backed,Pre-Clinical Trials,JLABS,Other Healthcare Technology Systems,"Life Sciences, Oncology, TMT","Developer of medical interventions designed to improve the performance of image-guided high-precision cancer therapy. The company's multimodal visualization agents demonstrates safe and effective tumor and malignant lymph node visualization in 10 different preclinical solid tumor models. More importantly, it provides a prolonged imaging window suitable for both pre-operative and intra-operative imaging using computed tomography (CT) and fluorescence optical imaging following a single administration, enabling doctors and surgeons to identify and localize the tumor lesions.","Toronto, Canada",www.nanovista.ca,View company online
89728-48T,Well Massage,01-Jun-2016,Angel (individual),Angel (individual),,,The company raised an undisclosed amount of angel funding from VA Angels in June 2016.,Completed,Angel-Backed,Startup,Valhalla Private Capital,Other Services (B2C Non-Financial),LOHAS & Wellness,"Provider of on-demand massage therapy services intended to deliver healing capacity of massages at homes. The company's massage services are offered by licensed, background-checked, insured 5 star registered massage therapists, enabling customers to book a massaging spa and therapy treatment to be delivered at their homes and offices.","Calgary, Canada",www.wellmassage.ca,View company online
68962-24T,Appili Therapeutics (TSX: APLI),25-May-2016,Seed Round,Seed Round,3.27,,"The company raised $3.271 million of seed funding from Innovacorp, Atlantic Canada Opportunities Agency, National Research Council Canada Industrial Research Assistance Program on May 26, 2016. BioNova and other undisclosed investors also participated in the round. The company intends to use the funds to advance the research and development of its anti-infective drug candidates and open a medicinal chemistry lab in Halifax.",Completed,Venture Capital-Backed,Startup,"Atlantic Canada Opportunities Agency, BioNova, Innovacorp(Lidija Marusic), National Research Council Canada",Drug Discovery,Life Sciences,"Appili Therapeutics Inc is a biopharmaceutical company. The company is engaged in novel antibiotic and anti-infective therapies to help patients suffering from serious infections. Its anti-infective portfolio currently includes three major programs namely ATI-1501, ATI1503, and ATI-1701.","Halifax, Canada",www.appilitherapeutics.com,View company online
81786-88T,Adaptiiv,25-May-2016,Early Stage VC,,0.12,,"The company raised $124,975 of venture funding from Innovacorp and other undisclosed investors on May 25, 2016.",Completed,Venture Capital-Backed,Startup,Innovacorp,Other Devices and Supplies,"3D Printing, HealthTech, Oncology, TMT","Developer of a medical 3D printing devices intended to improve treatment outcomes and patient experience. The company's offerings include software solutions that leverage advanced algorithms to enable the creation of customized 3D personal medical devices for the treatment of cancer, enabling healthcare providers to deliver personalized healthcare and precise treatments that save time and reduce their dependence on skilled staff.","Halifax, Canada",www.adaptiiv.com,View company online
87248-62T,Ketogen Pharma,24-May-2016,Accelerator/Incubator,,,,"The company joined JLabs on May 24, 2016 and received an undisclosed amount in funding.",Completed,Accelerator/Incubator Backed,Startup,JLABS,Biotechnology,Life Sciences,"Operator of a biotechnology company intended to be used for developing a new class of anti-epileptic therapeutics. The company's biotechnology company applies dual-action pill combines both anti-seizure medication and anti-epileptic components of the clinically proven ketogenic diet, providing patients suffering from epileptics with novel and more effective therapies while reducing dose/drug-related side effects.",Canada,www.ketogen.com,View company online
87248-98T,SYNG Pharmaceuticals,24-May-2016,Accelerator/Incubator,,,,"The company joined JLabs on May 24, 2016 and received an undisclosed amount in funding.",Completed,Accelerator/Incubator Backed,Startup,JLABS,Drug Discovery,Life Sciences,"Operator of a medical technology platform intended to develop better healthcare opportunities for women's health. The company's medical technology platform is developing a new first-in-class endometriosis test and non-hormonal therapy, enabling women patients and medical institutions with better treatment of fibroids.","Kingston, Canada",www.syngpharma.com,View company online
72957-25T,Cell Reserves,23-May-2016,Accelerator/Incubator,,0.05,0.63,"The company joined SOSV as a part of its IndieBio EU Class of 2016 and received $50,000 in funding on May 23, 2016.",Completed,Accelerator/Incubator Backed,Startup,SOSV,Biotechnology,Life Sciences,Developer of a bio-molecular shield for therapeutic molecules. The company develops bio-pharmaceuticals using molecular shields that increase the persistency and bio-availability of therapeutics in circulation.,"Ottawa, Canada",www.cellreserves.com,View company online
